id,founder_name,email,role,company,location,idea,about,keywords,stage,linked_in,notes
ea1b8421-5055-4a97-9085-1b214b9dda53,Ritika Chopra,ritika.chopra@datamind.in,PM,FarmIoT,"Bengaluru, India",Sustainability iot edtech telemedicine ecommerce. Building a solution for sustainability.,Sustainability edtech cloud blockchain telemedicine ai investor telemedicine. Experienced in gaming and IoT.,"mobility,sustainability,logistics",seed,https://www.linkedin.com/in/ritikachopra52,Exploring partnerships with corporates.
2fb9ed91-0f92-47fc-a219-b32277a0e359,Tanvi Mehta,tanvi.mehta@cloudnova.in,Other,TravelEase,"Mumbai, India",Cloud cloud gaming fintech healthtech. Building a solution for fintech.,Cleantech investor investor telemedicine mobility fintech edtech cloud. Experienced in IoT and telemedicine.,"mobility,investor,healthtech",series A,https://www.linkedin.com/in/tanvimehta68,
3084360a-dd01-4a83-a1f9-0521bc7339c8,Aditya Joshi,aditya.joshi@travelease.in,Engineer,SkillHub,"Delhi, India",Cleantech edtech ecommerce cloud sustainability. Building a solution for marketplace.,Ecommerce healthtech fintech ai blockchain ecommerce ai sustainability. Experienced in investor and edtech.,"investor,fintech,healthtech",series A,https://www.linkedin.com/in/adityajoshi28,
af953787-a939-4c13-abea-4b4aee187d76,Meera Pandey,meera.pandey@medcura.in,Other,GreenVolt,"Chennai, India",Blockchain telemedicine sustainability marketplace sustainability. Building a solution for cleantech.,Ai healthtech mobility healthtech blockchain healthtech cloud investor. Experienced in cloud and ecommerce.,"cloud,logistics,fintech",series A,https://www.linkedin.com/in/meerapandey46,
48428863-fb07-413c-bdf7-88e71b0577fa,Vivaan Singh,vivaan.singh@skillhub.in,Founder,EduNext,"Delhi, India",Healthtech ecommerce mobility investor ecommerce. Building a solution for healthtech.,Ai marketplace blockchain blockchain marketplace telemedicine fintech healthtech. Experienced in AI and cleantech.,"IoT,blockchain,cloud",seed,https://www.linkedin.com/in/vivaansingh34,Exploring partnerships with corporates.
7b42ed08-10c9-462e-9589-712cbc60d2ee,Rahul Sharma,rahul.sharma@agrifytech.in,Investor,TechSutra,"Jaipur, India",Blockchain marketplace investor investor logistics. Building a solution for IoT.,Healthtech sustainability investor telemedicine blockchain iot healthtech iot. Experienced in marketplace and fintech.,"blockchain,investor,cloud",seed,https://www.linkedin.com/in/rahulsharma53,
4d34f7f7-d04d-4e8d-8131-c6e26cbee456,Rohan Rastogi,rohan.rastogi@farmiot.in,Engineer,FinPeak,"Mumbai, India",Edtech healthtech mobility cleantech investor. Building a solution for ecommerce.,Cleantech mobility investor gaming cloud healthtech ai marketplace. Experienced in mobility and healthtech.,"fintech,mobility,IoT",pre-seed,https://www.linkedin.com/in/rohanrastogi57,Expanding into new geographies.
a5810c9b-284f-4c9d-905d-dbc8b004abfd,Ishaan Nair,ishaan.nair@techsutra.in,Engineer,SmartHire,"Delhi, India",Logistics sustainability iot iot gaming. Building a solution for AI.,Mobility healthtech logistics marketplace edtech iot healthtech mobility. Experienced in healthtech and sustainability.,"gaming,edtech,telemedicine",growth,https://www.linkedin.com/in/ishaannair83,Expanding into new geographies.
f684fa24-9261-491a-85df-9a7cba037853,Aarav Pandey,aarav.pandey@healthbridge.in,PM,TechSutra,"Bengaluru, India",Fintech mobility cleantech edtech fintech. Building a solution for blockchain.,Cleantech fintech investor healthtech gaming investor iot blockchain. Experienced in AI and logistics.,"mobility,cloud,investor",series A,https://www.linkedin.com/in/aaravpandey97,Looking for funding opportunities.
f23a6209-beda-45bb-9cbb-8e62b0bb784c,Ritika Agarwal,ritika.agarwal@farmiot.in,Investor,DataMind,"Pune, India",Fintech fintech ai marketplace fintech. Building a solution for cleantech.,Healthtech ecommerce blockchain iot iot edtech mobility blockchain. Experienced in sustainability and cleantech.,"blockchain,telemedicine,gaming",seed,https://www.linkedin.com/in/ritikaagarwal1,
4603a645-46f1-4f79-88c6-7ca357c7aaf4,Simran Joshi,simran.joshi@cloudnova.in,Co-founder,AgriFyTech,"Mumbai, India",Cleantech fintech iot iot telemedicine. Building a solution for gaming.,Gaming mobility sustainability telemedicine gaming telemedicine sustainability iot. Experienced in AI and cleantech.,"AI,mobility,cleantech",growth,https://www.linkedin.com/in/simranjoshi82,Recently closed a small round.
ce08f472-4657-4471-b4db-b13c6cb60555,Kunal Menon,kunal.menon@neomart.in,Co-founder,HealthBridge,"Kolkata, India",Gaming healthtech mobility mobility mobility. Building a solution for healthtech.,Cloud fintech edtech ecommerce investor mobility ecommerce telemedicine. Experienced in cleantech and investor.,"gaming,fintech,ecommerce",seed,https://www.linkedin.com/in/kunalmenon20,
983600dd-0e41-4d16-9496-c8983600c72d,Neha Kulkarni,neha.kulkarni@cleancity.in,PM,CleanCity,"Lucknow, India",Cloud logistics logistics healthtech sustainability. Building a solution for edtech.,Investor cloud healthtech telemedicine investor mobility blockchain edtech. Experienced in marketplace and edtech.,"healthtech,ecommerce,edtech",series A,https://www.linkedin.com/in/nehakulkarni90,Expanding into new geographies.
6ff544c7-84d5-481a-aab4-fa6e7a582368,Ritika Singh,ritika.singh@healthbridge.in,Other,HealthBridge,"Bengaluru, India",Cleantech marketplace healthtech cleantech sustainability. Building a solution for blockchain.,Sustainability fintech telemedicine marketplace investor sustainability ecommerce healthtech. Experienced in blockchain and gaming.,"mobility,edtech,IoT",pre-seed,https://www.linkedin.com/in/ritikasingh4,Looking for funding opportunities.
e5f58309-b919-40cd-a724-5b5ff160c785,Simran Banerjee,simran.banerjee@skillhub.in,Investor,SkillHub,"Jaipur, India",Blockchain ecommerce sustainability logistics investor. Building a solution for blockchain.,Ai edtech mobility marketplace iot telemedicine ai investor. Experienced in logistics and logistics.,"mobility,fintech,healthtech",growth,https://www.linkedin.com/in/simranbanerjee46,
c03cb304-3490-45a8-9b56-bd94d1aaf333,Vivaan Deshmukh,vivaan.deshmukh@skillhub.in,PM,AgriFyTech,"Chennai, India",Cleantech fintech gaming telemedicine edtech. Building a solution for AI.,Healthtech ai marketplace cleantech ecommerce investor gaming marketplace. Experienced in blockchain and fintech.,"investor,IoT,mobility",series A,https://www.linkedin.com/in/vivaandeshmukh54,Exploring partnerships with corporates.
4ee99d4e-6f6e-4151-80c8-ceca28a902a5,Ritika Agarwal,ritika.agarwal@farmiot.in,Engineer,MedCura,"Kolkata, India",Healthtech marketplace cleantech marketplace sustainability. Building a solution for IoT.,Logistics ecommerce fintech mobility iot cloud ecommerce gaming. Experienced in telemedicine and healthtech.,"blockchain,edtech,cleantech",growth,https://www.linkedin.com/in/ritikaagarwal22,Looking for funding opportunities.
4e020285-aac7-451b-9021-2cba2d1627ee,Ritika Kulkarni,ritika.kulkarni@healthbridge.in,Other,DataMind,"Lucknow, India",Blockchain cloud edtech iot marketplace. Building a solution for AI.,Edtech logistics marketplace iot gaming ecommerce cleantech cloud. Experienced in gaming and blockchain.,"telemedicine,cloud,edtech",none,https://www.linkedin.com/in/ritikakulkarni47,Focused on user acquisition.
337d0ab8-6171-495c-bf1d-b1bb4c348481,Kavya Deshmukh,kavya.deshmukh@datamind.in,Founder,AgriFyTech,"Kolkata, India",Mobility marketplace gaming ecommerce fintech. Building a solution for healthtech.,Ecommerce healthtech fintech cleantech investor blockchain mobility ecommerce. Experienced in logistics and marketplace.,"AI,marketplace,mobility",growth,https://www.linkedin.com/in/kavyadeshmukh44,Recently closed a small round.
b7731189-b6d3-4870-9ef7-1113957758ef,Ananya Singh,ananya.singh@farmiot.in,Other,NeoMart,"Hyderabad, India",Mobility healthtech iot blockchain blockchain. Building a solution for cleantech.,Fintech fintech sustainability investor healthtech mobility gaming iot. Experienced in marketplace and AI.,"cloud,IoT,cleantech",pre-seed,https://www.linkedin.com/in/ananyasingh22,Looking for funding opportunities.
3d31539a-ff60-4565-b002-fe046f607dc3,Neha Menon,neha.menon@smarthire.in,Co-founder,GreenVolt,"Chennai, India",Ecommerce ecommerce telemedicine blockchain cleantech. Building a solution for marketplace.,Marketplace fintech telemedicine marketplace fintech healthtech cloud ecommerce. Experienced in blockchain and cloud.,"fintech,edtech,telemedicine",growth,https://www.linkedin.com/in/nehamenon81,
12b77579-22ab-4609-8b1d-a190750be3cf,Ritika Iyer,ritika.iyer@healthbridge.in,Engineer,SkillHub,"Delhi, India",Ecommerce fintech logistics fintech telemedicine. Building a solution for IoT.,Ai marketplace investor fintech ai cloud investor cleantech. Experienced in ecommerce and AI.,"edtech,fintech,investor",none,https://www.linkedin.com/in/ritikaiyer80,
cfdb6905-0c0e-48ed-b0c1-ff89f2e30d37,Arjun Kulkarni,arjun.kulkarni@farmiot.in,Investor,GreenVolt,"Mumbai, India",Mobility mobility blockchain marketplace iot. Building a solution for sustainability.,Fintech fintech iot blockchain logistics logistics telemedicine fintech. Experienced in IoT and sustainability.,"gaming,ecommerce,logistics",pre-seed,https://www.linkedin.com/in/arjunkulkarni18,Recently closed a small round.
9ae24a27-ce9b-47af-a599-b0d991189db5,Siddharth Bose,siddharth.bose@datamind.in,Founder,MedCura,"Hyderabad, India",Fintech cloud fintech ecommerce ai. Building a solution for blockchain.,Mobility logistics telemedicine blockchain investor logistics ai cloud. Experienced in sustainability and cloud.,"IoT,AI,investor",series A,https://www.linkedin.com/in/siddharthbose92,Focused on user acquisition.
3a3adbca-f26a-4a55-94cd-d6ced740ec16,Aditi Banerjee,aditi.banerjee@medcura.in,Co-founder,CleanCity,"Jaipur, India",Telemedicine sustainability mobility fintech edtech. Building a solution for telemedicine.,Iot cleantech telemedicine healthtech fintech mobility ecommerce ai. Experienced in cloud and cloud.,"telemedicine,ecommerce,sustainability",none,https://www.linkedin.com/in/aditibanerjee10,Expanding into new geographies.
0508a609-c857-4e5c-b75c-a81d3cd8291f,Arjun Sharma,arjun.sharma@finpeak.in,Founder,NeoMart,"Delhi, India",Mobility telemedicine ecommerce fintech logistics. Building a solution for telemedicine.,Fintech marketplace fintech logistics telemedicine telemedicine logistics ecommerce. Experienced in IoT and investor.,"blockchain,ecommerce,logistics",series A,https://www.linkedin.com/in/arjunsharma68,Exploring partnerships with corporates.
132a57f1-29b3-4692-b245-e7040c752048,Siddharth Patel,siddharth.patel@neomart.in,Engineer,AgriFyTech,"Bengaluru, India",Investor gaming healthtech blockchain logistics. Building a solution for gaming.,Blockchain sustainability ai fintech logistics fintech ai marketplace. Experienced in ecommerce and fintech.,"mobility,fintech,cloud",seed,https://www.linkedin.com/in/siddharthpatel35,Recently closed a small round.
9965b9b3-ddbf-4794-b2e3-ec41e0ee4e50,Rohan Agarwal,rohan.agarwal@neomart.in,Founder,FinPeak,"Kolkata, India",Marketplace investor ai ecommerce gaming. Building a solution for telemedicine.,Logistics cloud mobility logistics blockchain fintech logistics investor. Experienced in marketplace and sustainability.,"investor,mobility,ecommerce",none,https://www.linkedin.com/in/rohanagarwal84,
c60908c8-decf-4455-a20e-271eb3f525c6,Aditya Agarwal,aditya.agarwal@cloudnova.in,Co-founder,CleanCity,"Pune, India",Cleantech gaming logistics marketplace logistics. Building a solution for edtech.,Telemedicine healthtech investor ai blockchain ai edtech fintech. Experienced in fintech and healthtech.,"healthtech,ecommerce,marketplace",none,https://www.linkedin.com/in/adityaagarwal17,Focused on user acquisition.
20d7a3ec-da52-49f8-abc2-30385d67e1f2,Kunal Rastogi,kunal.rastogi@cloudnova.in,Co-founder,TravelEase,"Lucknow, India",Gaming cloud edtech iot marketplace. Building a solution for gaming.,Mobility iot sustainability cleantech gaming ai telemedicine gaming. Experienced in cleantech and blockchain.,"IoT,logistics,fintech",seed,https://www.linkedin.com/in/kunalrastogi70,Looking for funding opportunities.
19079241-1f27-45dd-910f-fdfdebb33831,Vivaan Deshmukh,vivaan.deshmukh@medcura.in,Engineer,NeoMart,"Lucknow, India",Gaming healthtech healthtech cloud cloud. Building a solution for marketplace.,Healthtech sustainability fintech cloud logistics marketplace logistics telemedicine. Experienced in marketplace and gaming.,"investor,marketplace,mobility",pre-seed,https://www.linkedin.com/in/vivaandeshmukh46,Exploring partnerships with corporates.
c7a943e6-6542-41bb-8ede-dc048a67ce49,Ananya Gupta,ananya.gupta@datamind.in,Founder,SmartHire,"Lucknow, India",Sustainability logistics fintech edtech sustainability. Building a solution for mobility.,Fintech fintech blockchain marketplace marketplace edtech cloud mobility. Experienced in AI and edtech.,"logistics,AI,fintech",growth,https://www.linkedin.com/in/ananyagupta92,Exploring partnerships with corporates.
a20eeabb-c178-4dba-8a08-ce4e10cd1e8a,Neha Deshmukh,neha.deshmukh@farmiot.in,Investor,TravelEase,"Hyderabad, India",Sustainability iot telemedicine mobility healthtech. Building a solution for marketplace.,Logistics sustainability gaming ai cloud investor cloud edtech. Experienced in AI and blockchain.,"IoT,blockchain,telemedicine",none,https://www.linkedin.com/in/nehadeshmukh3,Recently closed a small round.
2a07b18d-80c4-4535-87ab-7328676e9bfc,Arjun Verma,arjun.verma@edunext.in,Engineer,EduNext,"Bengaluru, India",Marketplace ai fintech ai telemedicine. Building a solution for healthtech.,Blockchain gaming investor cloud ecommerce fintech fintech telemedicine. Experienced in blockchain and marketplace.,"ecommerce,fintech,cleantech",series A,https://www.linkedin.com/in/arjunverma86,Exploring partnerships with corporates.
67980290-712f-44e7-aa5e-5b50a91fea78,Aarav Deshmukh,aarav.deshmukh@skillhub.in,Co-founder,MedCura,"Ahmedabad, India",Marketplace sustainability edtech gaming gaming. Building a solution for sustainability.,Marketplace sustainability healthtech ecommerce telemedicine fintech blockchain edtech. Experienced in edtech and cleantech.,"cleantech,marketplace,investor",none,https://www.linkedin.com/in/aaravdeshmukh8,Focused on user acquisition.
45d48cdf-c633-4b71-9345-424ab247083a,Ishaan Singh,ishaan.singh@edunext.in,Engineer,DataMind,"Chennai, India",Investor cloud ecommerce sustainability fintech. Building a solution for blockchain.,Blockchain cloud cloud cleantech logistics blockchain gaming ecommerce. Experienced in gaming and cloud.,"cleantech,gaming,cloud",pre-seed,https://www.linkedin.com/in/ishaansingh13,Expanding into new geographies.
0348b9fb-8bfa-4c92-8b50-1778e5e6e24e,Priya Iyer,priya.iyer@smarthire.in,Investor,NeoMart,"Pune, India",Marketplace fintech mobility sustainability logistics. Building a solution for cleantech.,Cloud iot investor marketplace cloud blockchain iot cleantech. Experienced in cloud and mobility.,"fintech,mobility,ecommerce",none,https://www.linkedin.com/in/priyaiyer3,Looking for funding opportunities.
67b70357-6e78-4729-b241-c0f17e4e8f4e,Arjun Sharma,arjun.sharma@greenvolt.in,Investor,TechSutra,"Lucknow, India",Mobility edtech telemedicine cloud blockchain. Building a solution for mobility.,Cleantech cloud ai cloud telemedicine edtech ai cloud. Experienced in ecommerce and gaming.,"fintech,sustainability,blockchain",seed,https://www.linkedin.com/in/arjunsharma95,Exploring partnerships with corporates.
4d1fe6b6-1d45-4220-bee6-1502ab742921,Aditi Joshi,aditi.joshi@datamind.in,PM,MedCura,"Ahmedabad, India",Edtech investor sustainability mobility ai. Building a solution for healthtech.,Gaming fintech marketplace logistics cleantech logistics ai investor. Experienced in edtech and ecommerce.,"fintech,IoT,telemedicine",pre-seed,https://www.linkedin.com/in/aditijoshi2,Expanding into new geographies.
b2e70dc8-e02a-4a35-a2d4-2c71830ef0d4,Kavya Gupta,kavya.gupta@cloudnova.in,Investor,CleanCity,"Lucknow, India",Marketplace telemedicine ai edtech fintech. Building a solution for cleantech.,Cleantech ai marketplace cleantech ai logistics ecommerce mobility. Experienced in ecommerce and marketplace.,"cleantech,mobility,IoT",pre-seed,https://www.linkedin.com/in/kavyagupta25,Exploring partnerships with corporates.
8b5693fe-0521-4a7e-87b1-c2f6130537db,Ananya Deshmukh,ananya.deshmukh@agrifytech.in,Investor,FarmIoT,"Bengaluru, India",Investor cloud sustainability sustainability investor. Building a solution for cloud.,Marketplace logistics telemedicine blockchain blockchain sustainability mobility logistics. Experienced in blockchain and cleantech.,"edtech,gaming,investor",none,https://www.linkedin.com/in/ananyadeshmukh56,Focused on user acquisition.
8aed0297-5016-4f4e-9541-280a4ca8cd1c,Ishaan Iyer,ishaan.iyer@healthbridge.in,PM,CloudNova,"Ahmedabad, India",Gaming investor mobility ai sustainability. Building a solution for cleantech.,Blockchain investor edtech cloud gaming cleantech ai logistics. Experienced in healthtech and logistics.,"cleantech,edtech,AI",series A,https://www.linkedin.com/in/ishaaniyer57,
89866568-e5f0-4c61-be96-5b3e01e9f7f4,Vivaan Verma,vivaan.verma@finpeak.in,Investor,GreenVolt,"Lucknow, India",Ecommerce logistics marketplace investor healthtech. Building a solution for telemedicine.,Telemedicine iot mobility telemedicine ai mobility gaming cleantech. Experienced in edtech and gaming.,"investor,sustainability,fintech",seed,https://www.linkedin.com/in/vivaanverma32,Recently closed a small round.
45ce9480-fb5a-485b-a6c8-176f3c328e48,Arjun Menon,arjun.menon@edunext.in,Other,NeoMart,"Hyderabad, India",Mobility sustainability fintech blockchain investor. Building a solution for healthtech.,Telemedicine telemedicine ai sustainability healthtech sustainability logistics edtech. Experienced in AI and logistics.,"AI,ecommerce,sustainability",seed,https://www.linkedin.com/in/arjunmenon30,Looking for funding opportunities.
ab044c71-b50a-4368-9b39-ad88a2727a72,Ritika Reddy,ritika.reddy@agrifytech.in,Investor,HealthBridge,"Mumbai, India",Cloud healthtech edtech telemedicine ecommerce. Building a solution for gaming.,Healthtech healthtech iot marketplace cleantech ecommerce healthtech gaming. Experienced in fintech and fintech.,"cleantech,gaming,cloud",none,https://www.linkedin.com/in/ritikareddy92,Expanding into new geographies.
a444f213-d7ea-4eda-80b8-045061141a5f,Rohan Bose,rohan.bose@greenvolt.in,Investor,AgriFyTech,"Hyderabad, India",Logistics healthtech iot marketplace investor. Building a solution for edtech.,Sustainability ai ecommerce blockchain cleantech cloud healthtech fintech. Experienced in mobility and healthtech.,"cleantech,IoT,blockchain",seed,https://www.linkedin.com/in/rohanbose13,Expanding into new geographies.
77e4a8f2-e03a-4116-b004-091eea618058,Tanvi Mehta,tanvi.mehta@smarthire.in,Engineer,FinPeak,"Pune, India",Mobility gaming gaming cloud gaming. Building a solution for IoT.,Investor fintech cloud blockchain mobility marketplace investor telemedicine. Experienced in investor and cloud.,"blockchain,logistics,telemedicine",seed,https://www.linkedin.com/in/tanvimehta52,Expanding into new geographies.
d24f0541-ff03-4fff-b618-a9c78abae813,Arjun Iyer,arjun.iyer@healthbridge.in,Engineer,EduNext,"Bengaluru, India",Gaming edtech ecommerce marketplace fintech. Building a solution for cleantech.,Healthtech sustainability marketplace ecommerce blockchain cloud edtech investor. Experienced in marketplace and AI.,"logistics,investor,cloud",growth,https://www.linkedin.com/in/arjuniyer2,Expanding into new geographies.
fa2dee3e-a87a-4c36-b99f-a4f9b5e4e0a1,Kavya Sharma,kavya.sharma@finpeak.in,PM,TechSutra,"Hyderabad, India",Logistics marketplace edtech cleantech marketplace. Building a solution for telemedicine.,Edtech telemedicine cloud sustainability logistics fintech ecommerce edtech. Experienced in IoT and marketplace.,"edtech,sustainability,cloud",seed,https://www.linkedin.com/in/kavyasharma21,Recently closed a small round.
8790e921-7ecd-4879-84eb-79bcf67fd513,Aarav Singh,aarav.singh@edunext.in,Investor,NeoMart,"Kolkata, India",Cleantech marketplace gaming gaming ai. Building a solution for gaming.,Ai iot telemedicine logistics cleantech investor cleantech gaming. Experienced in IoT and cleantech.,"telemedicine,IoT,AI",pre-seed,https://www.linkedin.com/in/aaravsingh27,
913aea65-8f01-4274-bc33-2033fa977a60,Isha Verma,isha.verma@healthbridge.in,Investor,NeoMart,"Jaipur, India",Blockchain gaming telemedicine blockchain fintech. Building a solution for cloud.,Marketplace blockchain cloud mobility mobility telemedicine investor gaming. Experienced in telemedicine and logistics.,"ecommerce,marketplace,healthtech",series A,https://www.linkedin.com/in/ishaverma8,
84d94547-746a-4416-b59a-8b04145c1bb9,Ananya Singh,ananya.singh@finpeak.in,Founder,TravelEase,"Jaipur, India",Healthtech iot mobility edtech edtech. Building a solution for fintech.,Blockchain ai telemedicine edtech cleantech ai healthtech gaming. Experienced in investor and healthtech.,"healthtech,fintech,marketplace",series A,https://www.linkedin.com/in/ananyasingh73,Recently closed a small round.
dbbe550d-20de-43b5-ae39-39d7e2288a84,Ritika Deshmukh,ritika.deshmukh@skillhub.in,Co-founder,SkillHub,"Mumbai, India",Logistics iot mobility investor blockchain. Building a solution for logistics.,Logistics blockchain logistics ecommerce cleantech investor mobility iot. Experienced in investor and logistics.,"cleantech,IoT,healthtech",series A,https://www.linkedin.com/in/ritikadeshmukh76,Recently closed a small round.
b097cafd-14a2-468e-9b40-1a636487eb94,Kunal Menon,kunal.menon@farmiot.in,Co-founder,HealthBridge,"Hyderabad, India",Cloud gaming blockchain logistics gaming. Building a solution for ecommerce.,Ecommerce healthtech ecommerce logistics edtech blockchain logistics mobility. Experienced in investor and telemedicine.,"ecommerce,edtech,gaming",growth,https://www.linkedin.com/in/kunalmenon35,Exploring partnerships with corporates.
b169b84c-6b4a-49c9-8990-db50e5ae1a4d,Aditi Deshmukh,aditi.deshmukh@cleancity.in,Founder,TechSutra,"Bengaluru, India",Cleantech investor logistics healthtech healthtech. Building a solution for logistics.,Ecommerce ai healthtech healthtech ecommerce ai ai investor. Experienced in healthtech and marketplace.,"IoT,telemedicine,gaming",pre-seed,https://www.linkedin.com/in/aditideshmukh4,
0ad6d94d-3399-49db-a263-4588f03ca9bc,Aditi Pandey,aditi.pandey@finpeak.in,Other,SmartHire,"Pune, India",Edtech telemedicine healthtech gaming telemedicine. Building a solution for ecommerce.,Ai cleantech marketplace iot mobility marketplace cleantech marketplace. Experienced in logistics and cleantech.,"investor,fintech,cloud",series A,https://www.linkedin.com/in/aditipandey68,Focused on user acquisition.
2c923dd0-f824-447c-bb71-dffaf5dd19c8,Tanvi Menon,tanvi.menon@skillhub.in,Other,TechSutra,"Mumbai, India",Telemedicine cloud sustainability marketplace fintech. Building a solution for cleantech.,Mobility edtech edtech ecommerce gaming cloud ai ecommerce. Experienced in blockchain and cloud.,"cloud,marketplace,telemedicine",pre-seed,https://www.linkedin.com/in/tanvimenon40,Exploring partnerships with corporates.
8ffa369b-b14c-4c33-b3c6-4cff5cb2154e,Meera Agarwal,meera.agarwal@neomart.in,Founder,CloudNova,"Jaipur, India",Cloud investor edtech blockchain fintech. Building a solution for cloud.,Telemedicine sustainability iot ecommerce ecommerce cloud telemedicine healthtech. Experienced in telemedicine and logistics.,"edtech,telemedicine,marketplace",growth,https://www.linkedin.com/in/meeraagarwal66,Expanding into new geographies.
e2a31612-3c95-49c2-b91a-67205a6f0811,Ishaan Patel,ishaan.patel@smarthire.in,Other,NeoMart,"Jaipur, India",Sustainability investor cleantech logistics edtech. Building a solution for sustainability.,Logistics fintech blockchain investor gaming sustainability investor ecommerce. Experienced in ecommerce and cleantech.,"IoT,ecommerce,gaming",pre-seed,https://www.linkedin.com/in/ishaanpatel3,Recently closed a small round.
0d38c0b3-6315-4fe2-8387-71a57724c6c0,Aditi Rastogi,aditi.rastogi@techsutra.in,Co-founder,DataMind,"Ahmedabad, India",Ai logistics blockchain investor fintech. Building a solution for cleantech.,Ecommerce ecommerce mobility healthtech investor mobility logistics blockchain. Experienced in sustainability and blockchain.,"fintech,blockchain,IoT",series A,https://www.linkedin.com/in/aditirastogi92,Looking for funding opportunities.
a06be1f3-c79d-4b3f-a271-99c5570bbe5a,Kavya Gupta,kavya.gupta@edunext.in,Co-founder,EduNext,"Lucknow, India",Ai logistics gaming marketplace gaming. Building a solution for cloud.,Cloud ecommerce logistics mobility healthtech sustainability mobility investor. Experienced in gaming and fintech.,"blockchain,healthtech,IoT",pre-seed,https://www.linkedin.com/in/kavyagupta60,Expanding into new geographies.
ba79661a-c083-4b3b-93dd-3977425ad55a,Priya Verma,priya.verma@edunext.in,Other,FarmIoT,"Chennai, India",Marketplace marketplace cloud cloud blockchain. Building a solution for cloud.,Logistics healthtech logistics edtech logistics marketplace ai mobility. Experienced in investor and fintech.,"ecommerce,mobility,investor",seed,https://www.linkedin.com/in/priyaverma84,Recently closed a small round.
95035e6e-72fa-4730-a4d1-3abf938acb07,Ishaan Joshi,ishaan.joshi@finpeak.in,PM,HealthBridge,"Bengaluru, India",Sustainability blockchain healthtech ai cleantech. Building a solution for mobility.,Healthtech mobility blockchain investor cloud cleantech telemedicine iot. Experienced in investor and fintech.,"AI,cleantech,ecommerce",growth,https://www.linkedin.com/in/ishaanjoshi72,Expanding into new geographies.
a489aaee-303a-4caf-92c5-2abe1027c481,Arjun Bose,arjun.bose@edunext.in,Engineer,FinPeak,"Bengaluru, India",Logistics blockchain mobility ai iot. Building a solution for sustainability.,Fintech iot fintech marketplace fintech marketplace cleantech healthtech. Experienced in investor and investor.,"gaming,blockchain,ecommerce",none,https://www.linkedin.com/in/arjunbose76,Exploring partnerships with corporates.
5ce8d28b-7d46-4981-93ff-a85c40f93c25,Siddharth Sharma,siddharth.sharma@cleancity.in,PM,DataMind,"Bengaluru, India",Healthtech fintech ecommerce ai ecommerce. Building a solution for sustainability.,Fintech blockchain cleantech ai ai logistics blockchain ai. Experienced in ecommerce and mobility.,"mobility,ecommerce,healthtech",growth,https://www.linkedin.com/in/siddharthsharma12,Exploring partnerships with corporates.
cc896caa-5410-4c3d-9acd-211d99025644,Aarav Rastogi,aarav.rastogi@neomart.in,Founder,TravelEase,"Delhi, India",Blockchain cloud healthtech healthtech sustainability. Building a solution for AI.,Ecommerce gaming fintech iot fintech telemedicine marketplace mobility. Experienced in IoT and gaming.,"gaming,logistics,AI",growth,https://www.linkedin.com/in/aaravrastogi92,Looking for funding opportunities.
9d110ea2-16ba-422b-9962-61783296d22e,Isha Bose,isha.bose@neomart.in,Engineer,NeoMart,"Kolkata, India",Telemedicine telemedicine mobility logistics telemedicine. Building a solution for edtech.,Logistics edtech sustainability ecommerce cloud ecommerce mobility marketplace. Experienced in edtech and blockchain.,"cleantech,blockchain,marketplace",none,https://www.linkedin.com/in/ishabose90,Expanding into new geographies.
3a4d467e-d24a-49fb-9f03-c767e08189e3,Sanya Kulkarni,sanya.kulkarni@cloudnova.in,Engineer,FarmIoT,"Delhi, India",Healthtech gaming gaming logistics gaming. Building a solution for IoT.,Edtech ai mobility investor ecommerce investor marketplace investor. Experienced in mobility and blockchain.,"investor,cleantech,mobility",none,https://www.linkedin.com/in/sanyakulkarni40,Focused on user acquisition.
7b2a4c46-e76a-487f-bd12-fa3752394a20,Meera Kulkarni,meera.kulkarni@greenvolt.in,Other,EduNext,"Jaipur, India",Cleantech logistics ecommerce cleantech ecommerce. Building a solution for blockchain.,Logistics ecommerce gaming fintech edtech mobility iot ecommerce. Experienced in edtech and AI.,"gaming,sustainability,investor",pre-seed,https://www.linkedin.com/in/meerakulkarni20,
58244606-2dfe-47d6-9a3b-55ef3cfae816,Isha Nair,isha.nair@travelease.in,Founder,SkillHub,"Lucknow, India",Telemedicine healthtech blockchain fintech ai. Building a solution for healthtech.,Cloud edtech marketplace marketplace ecommerce mobility ai iot. Experienced in telemedicine and fintech.,"sustainability,AI,healthtech",seed,https://www.linkedin.com/in/ishanair90,Focused on user acquisition.
8a3dee8e-0ca9-4095-a6b2-124b36074090,Rohan Banerjee,rohan.banerjee@techsutra.in,Founder,GreenVolt,"Delhi, India",Cleantech telemedicine blockchain cloud ai. Building a solution for gaming.,Cloud gaming mobility gaming marketplace telemedicine cleantech healthtech. Experienced in fintech and cleantech.,"telemedicine,healthtech,marketplace",growth,https://www.linkedin.com/in/rohanbanerjee43,Recently closed a small round.
a4706c62-3a54-4b90-8478-cd091c186f73,Aditya Singh,aditya.singh@travelease.in,Founder,SkillHub,"Jaipur, India",Ai cleantech marketplace ecommerce investor. Building a solution for edtech.,Healthtech ai mobility iot investor investor healthtech sustainability. Experienced in marketplace and blockchain.,"sustainability,telemedicine,logistics",pre-seed,https://www.linkedin.com/in/adityasingh78,Looking for funding opportunities.
